Chromosome	Genomic Position Start	Genomic Position End	Cyto Location	Computed Cyto Location	MIM Number	Gene Symbols	Approved Gene Symbol	Entrez Gene ID	Phenotypes
chr7	130018286	130051451	7q32.2	7q32.2	619746	"ZC3HC1, NIPA"	ZC3HC1	51530	
chr7	130070534	130135705	7q32.2	7q32.2	615152	"KLHDC10, SLIM"	KLHDC10	23008	
chr7	130266863	130289798	7q32	7q32.2	600688	CPA2	CPA2	1358	
chr7	130293161	130324180	7q32	7q32.2	607635	"CPA4, CPA3"	CPA4	51200	
chr7	130344816	130374599	7q32.2	7q32.2	609561	CPA5	CPA5	93979	
chr7	130380494	130388108	7q32-qter	7q32.2	114850	CPA1	CPA1	1357	
chr7	130393771	130441741	7q32	7q32.2	610523	"CEP41, TSGA14, JBTS15"	CEP41	95681	"Joubert syndrome 15, 614464 (3), Autosomal recessive"
chr7	130486042	130490977	7q32.2	7q32.2	607794	MESTIT1	MESTIT1	317751	
chr7	130486175	130506465	7q32	7q32.2	601029	"MEST, PEG1"	MEST	4232	
chr7	130496111	130496204	7q32.2	7q32.2	611768	MIR335	MIR335	442904	
chr7	130506238	130668748	7q32	7q32.2	604355	COPG2	COPG2	26958	
chr7	130543453	130546900	7q32	7q32.2	610581	"COPG2IT1, CIT1"	COPG2IT1	53844	
chr7	130730697	130734207	7q32.2	7q32.2	609393	"LKF14, BTEB5"	KLF14	136259	
chr7	130800001	132900000	7q32.3		606641	BMIQ1		170815	"[Body mass index QTL1], 606641 (2)"
chr7	130876747	130876810	7q32.3	7q32.3	610782	"MIR29A, MIRN29A"	MIR29A	407021	
chr7	130877459	130877539	7q32.3	7q32.3	610783	"MIR29B1, MIRN29B1"	MIR29B1	407024	
chr7	130877562	131109925	7q32.3	7q32.3	618212	"LINC-PINT, PINT"	LINC-PINT	378805	
chr7	131110094	131496632	7q32	7q32.3	605623	MKLN1	MKLN1	4289	
chr7	131500271	131556628	7q32-q33	7q32.3	602632	"PODXL, PCLP"	PODXL	5420	
chr7	132123340	132648688	7q32.3	7q32.3	604280	PLXNA4	PLXNA4	91584	
chr7	132784870	133082090	7q32.3-q33	7q32.3-q33	613748	CHCHD3	CHCHD3	54927	
chr7	132900001	138500000	7q33		611050	"LUZP6, MPD6"	LUZP6	767558	
chr7	133253078	134100951	7q31	7q33	608185	"EXOC4, SEC8, KIAA1699"	EXOC4	60412	
chr7	134127340	134276685	7q33	7q33	616478	LRGUK	LRGUK	136332	
chr7	134289332	134320338	7q33	7q33	610923	SLC35B4	SLC35B4	84912	
chr7	134442350	134459239	7q35	7q33	103880	"AKR1B1, ALDR1"	AKR1B1	231	
chr7	134527567	134541412	7q33	7q33	604707	"AKR1B10, ARL1"	AKR1B10	57016	
chr7	134549110	134579869	7q33	7q33	616336	"AKR1B15, AKR1B10L, AKR1R1B7"	AKR1B15	441282	
chr7	134646853	134679816	7q31-q34	7q33	613896	"BPGM, ECYT8"	BPGM	669	"Erythrocytosis, familial, 8, 222800 (3), Autosomal recessive"
chr7	134745467	134970729	7q33	7q33	114213	"CALD1, CDM"	CALD1	800	
chr7	134986508	135135778	7q33	7q33	617346	"AGBL3, CCP3"	AGBL3	340351	
chr7	135092303	135172469	7q33	7q33	616980	"CYREN, C7orf49, MRI"	CYREN	78996	
chr7	135183839	135211526	7q33	7q33	616303	"WDR91, SORF1"	WDR91	29062	
chr7	135231915	135258663	7q31	7q33	609987	STRA8	STRA8	346673	
chr7	135361795	135510102	7q22-qter	7q33	604911	"CNOT4, NOT4"	CNOT4	4850	
chr7	135557917	135648753	7q33	7q33	614352	"NUP205, C7orf14, KIAA0225, NPHS13"	NUP205	23165	"?Nephrotic syndrome, type 13, 616893 (3), Autosomal recessive"
chr7	135662514	135676416	7q33	7q33	618755	"STMP1, C7orf73, MM47"	STMP1	647087	
chr7	135681231	135728186	7q33	7q33	604309	"SLC13A4, SUT1"	SLC13A4	26266	
chr7	135926760	135977359	7q33-q35	7q33	606484	MTPN	MTPN	136319	
chr7	136868652	137020213	7q35-q36	7q33	118493	CHRM2	CHRM2	1129	
chr7	136903167	136903294	7q33	7q33	616972	MIR490	MIR490	574443	
chr7	137227341	137343733	7q33	7q33	162095	"PTN, NEGF1"	PTN	5764	
chr7	137381037	137846974	7q32.3-q33	7q33	604072	DGKI	DGKI	9162	
chr7	137874979	138002086	7q33	7q33	608834	"CREB3L2, BBF2H7"	CREB3L2	64764	
chr7	138076459	138118305	7q32-q33	7q33	604741	"AKR1D1, SRD5B1, CBAS2"	AKR1D1	6718	"Bile acid synthesis defect, congenital, 2, 235555 (3), Autosomal recessive"
chr7	138460259	138589996	7q32-q34	7q33-q34	603406	"TRIM24, TIF1, TIF1A, PTC6"	TRIM24	8805	
chr7	138500001	143400000	7q34		614158	BDPLT14		116814566	"Bleeding disorder, platelet-type, 14, 614158 (2), Autosomal dominant"
chr7	138500001	159345973	7q34-q36		603098	DFNB13		1705	"Deafness, autosomal recessive 13, 603098 (2), Autosomal recessive"
chr7	138500001	159345973	7q34-q36		182960	DHMN1			"Neuronopathy, distal hereditary motor, type I, 182960 (2), Autosomal dominant"
chr7	138500001	159345973	7q34-q36		605727	OTSC2		93999	"Otosclerosis 2, 605727 (2)"
chr7	138500001	143400000	7q34		615449	TRBJ@			
chr7	138500001	143400000	7q34		615446	TRBV@			
chr7	138594285	138701362	7q34	7q34	611700	SVOPL	SVOPL	136306	
chr7	138706294	138798196	7q33-q34	7q34	605239	"ATP6V0A4, ATP6N1B, VPP2, RTA1C, DRTA3"	ATP6V0A4	50617	"Distal renal tubular acidosis 3, with or without sensorineural hearing loss, 602722 (3), Autosomal recessive"
chr7	138831381	138981389	7q34	7q34	613344	"KIAA1549, RP86"	KIAA1549	57670	"Retinitis pigmentosa 86, 618613 (3), Autosomal recessive"
chr7	139043515	139109720	7q34	7q34	607312	"ZC3HAV1, ZAP, FLJ13288, FLB6421"	ZC3HAV1	56829	
chr7	139133778	139191986	7q34	7q34	617453	"TTC26, IFT56, BRENS"	TTC26	79989	"Biliary, renal, neurologic, and skeletal syndrome, 619534 (3), Autosomal recessive"
chr7	139231237	139330428	7q34	7q34	613841	UBN2	UBN2	254048	
chr7	139340472	139423454	7q34	7q34	613056	LUC7L2	LUC7L2	51631	
chr7	139561570	139777998	7q33-q34	7q34	606868	HIPK2	HIPK2	28996	
chr7	139778242	140020293	7q34	7q34	274180	"TBXAS1, GHOSAL, CYP5"	TBXAS1	6916	"Ghosal hematodiaphyseal syndrome, 231095 (3), Autosomal recessive"
chr7	140023749	140062951	7q34	7q34	612481	"PARP12, ZC3HDC1, FLJ22693"	PARP12	64761	
chr7	140084746	140176983	7q34	7q34	619640	"KDM7A, JHDM1D, KIAA1718"	KDM7A	80853	
chr7	140333752	140398530	7q34	7q34	619137	"SLC37A3, SPX3"	SLC37A3	84255	
chr7	140453033	140479569	7q34	7q34	607754	MKRN1	MKRN1	23608	
chr7	140696708	140706643	7q34	7q34	603838	NDUFB2	NDUFB2	4708	
chr7	140713328	140924929	7q34	7q34	164757	"BRAF, NS7"	BRAF	673	"Melanoma, malignant, somatic, 155600 (3); LEOPARD syndrome 3, 613707 (3), Autosomal dominant; Cardiofaciocutaneous syndrome, 115150 (3), Autosomal dominant; Adenocarcinoma of lung, somatic, 211980 (3); Noonan syndrome 7, 613706 (3), Autosomal dominant; Colorectal cancer, somatic, 114500 (3); Nonsmall cell lung cancer, somatic, 211980 (3)"
chr7	141002610	141014952	7q32-q34	7q34	611993	MRPS33	MRPS33	51650	
chr7	141551410	141655244	7q34	7q34	610345	"AGK, MULK, MTDPS10, CATC5, CTRCT38"	AGK	55750	"Cataract 38, autosomal recessive, 614691 (3), Autosomal recessive; Sengers syndrome, 212350 (3), Autosomal recessive"
chr7	141708353	141731271	7q34	7q34	614084	"WEE2, WEE1B, OOMD5"	WEE2	494551	"Oocyte maturation defect 5, 617996 (3), Autosomal recessive"
chr7	141738321	141750488	7q34	7q34	600439	"SSBP1, SSBP, OPA13"	SSBP1	6742	"Optic atrophy 13 with retinal and foveal abnormalities, 165510 (3), Autosomal dominant"
chr7	141764097	141765197	7q31.3-q32	7q34	604868	"TAS2R3, T2R3"	TAS2R3	50831	
chr7	141776674	141781691	7q31.3-q32	7q34	604869	"TAS2R4, T2R4"	TAS2R4	50832	
chr7	141790217	141791367	7q31.3-q32	7q34	605062	"TAS2R5, T2R5"	TAS2R5	54429	
chr7	141927357	141946974	7q33	7q34	604987	"CLEC5A, CLECSF5, MDL1"	CLEC5A	23601	
chr7	141972631	141973773	7q34	7q34	607751	"TAS2R38, T2R61, PTC, THIOT"	TAS2R38	5726	"[Phenylthiocarbamide tasting], 171200 (3), Autosomal dominant"
chr7	141986518	142106747	7q34	7q34	154360	"MGAM, MGA"	MGAM	8972	
chr7	142749472	142753072	7q35	7q34	276000	"PRSS1, TRY1"	PRSS1	5644	"Pancreatitis, hereditary, 167800 (3), Autosomal dominant"
chr7	142770970	142774560	7q35	7q34	601564	"PRSS2, TRY2"	PRSS2	5645	"{Pancreatitis, chronic, protection against}, 167800 (3), Autosomal dominant"
chr7	142786213	142786224	7q34	7q34	615447	TRBD1	TRBD1	28637	
chr7	142791694	142793141	7q34	7q34	186930	TRBC1	TRBC1	28639	
chr7	142795705	142795720	7q34	7q34	615448	TRBD2	TRBD2	28636	
chr7	142801041	142802529	7q34	7q34	615445	TRBC2	TRBC2	28638	
chr7	142855076	142871093	7q33-q35	7q34	602757	"EPHB6, HEP"	EPHB6	2051	
chr7	142871208	142885745	7q33-q34	7q34	606680	"TRPV6, ECAC2, CAT1, CATL, HRPTTN"	TRPV6	55503	"Hyperparathyroidism, transient neonatal, 618188 (3), Autosomal recessive"
chr7	142908101	142933746	7q35	7q34	606679	"TRPV5, ECAC1, CAT2"	TRPV5	56302	
chr7	142939484	142940868	7q34	7q34	618946	"LLCFC1, C7orf34, SOF1"	LLCFC1	135927	
chr7	142941114	142962363	7q33	7q34	613883	KEL	KEL	3792	"[Blood group, Kell], 110900 (3)"
chr7	143132077	143139739	7q32-q36	7q34	176720	PIP	PIP	5304	
chr7	143222037	143223079	7q34	7q34	613964	"TAS2R40, T2R40"	TAS2R40	259286	
chr7	143263441	143269115	7q34	7q34	602321	GSTK1	GSTK1	373156	
chr7	143284899	143288049	7q34	7q34	616524	TMEM139	TMEM139	135932	
chr7	143288351	143307696	7q35	7q34	600639	"CASP2, NEDD2, ICH1"	CASP2	835	
chr7	143316111	143352083	7q35	7q34	118425	CLCN1	CLCN1	1180	"Myotonia levior, recessive (3); Myotonia congenita, recessive, 255700 (3), Autosomal recessive; Myotonia congenita, dominant, 160800 (3), Autosomal dominant"
chr7	143353400	143382304	7q34	7q34	619282	"FAM131B, KIAA0773"	FAM131B	9715	
chr7	143381345	143391111	7q34-q35	7q34	602002	ZYX	ZYX	7791	
chr7	143391129	143408856	7q32-q36	7q34-q35	179610	"EPHA1, EPHT1"	EPHA1	2041	
chr7	143400001	159345973	7q35-q36		600510	"OPDG, GPDS1, PDS1"		7986	"Ocular pigment dispersion with or without glaucoma, 600510 (2), Autosomal dominant"
chr7	143400001	159345973	7q35-q36		612514	SLI4		100233227	"{Specific language impairment 4}, 612514 (2)"
chr7	143443453	143444409	7q35	7q35	613968	"TAS2R60, T2R60"	TAS2R60	338398	
chr7	143477873	143478796	7q35	7q35	613965	"TAS2R41, T2R59"	TAS2R41	259287	
chr7	143620974	143730410	7q35	7q35	616252	"TCAF2, FAM115C, FAM139A"	TCAF2	285966	
chr7	143851375	143902176	7q35	7q35	616251	"TCAF1, FAM115A, KIAA0738"	TCAF1	9747	
chr7	143954844	143964360	7q35	7q35	608497	"OR2F1, OLF3"	OR2F1	26211	
chr7	144183466	144186080	7q35	7q35	608910	CTAGE4	CTAGE4	100128553	
chr7	144355402	144380632	7q33-q35	7q35	600888	"ARHGEF5, TIM"	ARHGEF5	7984	
chr7	144396900	144410227	7q35	7q35	610934	"NOBOX, POF5"	NOBOX	135935	"Premature ovarian failure 5, 611548 (3), Autosomal dominant"
chr7	144451941	144836437	7q34	7q35	606370	"TPK1, THMD5"	TPK1	27010	"Thiamine metabolism dysfunction syndrome 5 (episodic encephalopathy type), 614458 (3), Autosomal recessive"
chr7	146116801	148420998	7q35-q36	7q35-q36.1	604569	"CNTNAP2, CASPR2, NRXN4, AUTS15, PTHSL1"	CNTNAP2	26047	"Pitt-Hopkins like syndrome 1, 610042 (3), Autosomal recessive; {Autism susceptibility 15}, 612100 (3)"
chr7	148200001	159345973	7q36		605967	ACRPS		85505	"Acropectoral syndrome, 605967 (2), Autosomal dominant"
chr7	148200001	159345973	7q36		609636	AD10		780912	"Alzheimer disease-10, 609636 (2), Autosomal dominant"
chr7	148200001	159345973	7q36		611016	AUTS10			"{Autism, susceptibility to, 10}, 611016 (2)"
chr7	148697756	148801110	7q36.1	7q36.1	603134	CUL1	CUL1	8454	
chr7	148807383	148884291	7q35	7q36.1	601573	"EZH2, EZH1, WVS"	EZH2	2146	"Weaver syndrome, 277590 (3), Autosomal dominant"
chr7	148941488	148941571	7q36	7q36.1	601824	"RNY5, Y5"	RNY5	6090	
chr7	148963315	148963410	7q36	7q36.1	601823	"RNY4, Y4"	RNY4	6086	
chr7	148983755	148983856	7q36	7q36.1	601822	"RNY3, Y3"	RNY3	6085	
chr7	148987136	148987248	7q36	7q36.1	601821	"RNY1, Y1"	RNY1	6084	
chr7	148987527	148989429	7q36.1	7q36.1	619888	GHET1	GHET1	102723099	
chr7	149102784	149126324	7q36.1	7q36.1	619507	ZNF425	ZNF425	155054	
chr7	149126408	149183042	7q36.1	7q36.1	618593	"ZNF398, ZER6"	ZNF398	57541	
chr7	149195546	149226243	7q36.1	7q36.1	603397	"ZNF282, HUB1"	ZNF282	8427	
chr7	149239651	149255606	7q36.1	7q36.1	602386	"ZNF212, ZNFC150, ZNF182"	ZNF212	7988	
chr7	149431363	149461062	7q36.1	7q36.1	619298	ZNF777	ZNF777	27153	
chr7	149472696	149497809	7q36.1	7q36.1	613914	"ZNF746, PARIS"	ZNF746	155061	
chr7	149764182	149776530	7q36.1	7q36.1	614040	"ZNF467, EZI, ZFP467"	ZNF467	168544	
chr7	149776042	149833965	7q36.1	7q36.1	617356	"SSPOP, SSPO"	SSPOP	23145	
chr7	149872964	149880713	7q36	7q36.1	611019	ATP6V0E2	ATP6V0E2	155066	
chr7	150041355	150045372	7q36.1	7q36.1	615171	LOC100134040		100134040	
chr7	150330183	150332721	7q36.1	7q36.1	615252	"ZBED10P, ZBED6CL, C7orf29"	ZBED10P	113763	
chr7	150338329	150341629	7q36.1	7q36.1	601973	"RARRES2, TIG2"	RARRES2	5919	
chr7	150368096	150374039	7q36.1	7q36.1	619039	"REPIN1, RIP60, AP4"	REPIN1	29803	
chr7	150450630	150479393	7q36.1	7q36.1	616962	GIMAP8	GIMAP8	155038	
chr7	150514872	150521073	7q36.1	7q36.1	616961	GIMAP7	GIMAP7	168537	
chr7	150567390	150573953	7q36.1	7q36.1	608087	"GIMAP4, IMAP4, IAN1"	GIMAP4	55303	
chr7	150625375	150632385	7q36.1	7q36.1	616960	GIMAP6	GIMAP6	474344	
chr7	150685706	150693641	7q36.1	7q36.1	608085	"GIMAP2, IMAP2"	GIMAP2	26157	
chr7	150716613	150724284	7q36.1	7q36.1	608084	"GIMAP1, IMAP1"	GIMAP1	170575	
chr7	150737418	150743646	7q36.1	7q36.1	608086	"GIMAP5, IAN4L1, IMAP3, NCPH2"	GIMAP5	55340	"Portal hypertension, noncirrhotic, 2, 619463 (3), Autosomal recessive"
chr7	150791301	150801360	7q36.1	7q36.1	610385	LR8	TMEM176B	28959	
chr7	150800769	150805118	7q36.1	7q36.1	610334	"TEM176A, HCA112, GS188"	TMEM176A	55365	
chr7	150852120	150861504	7q31-q32	7q36.1	104610	ABP1	AOC1	26	
chr7	150944961	150978321	7q35-q36	7q36.1	152427	"KCNH2, LQT2, HERG, SQT1"	KCNH2	3757	"Short QT syndrome 1, 609620 (3); Long QT syndrome 2, 613688 (3), Autosomal dominant; {Long QT syndrome 2, acquired, susceptibility to}, 613688 (3), Autosomal dominant"
chr7	150991017	151014588	7q36	7q36.1	163729	NOS3	NOS3	4846	"{Coronary artery spasm 1, susceptibility to} (3); {Hypertension, susceptibility to}, 145500 (3), Multifactorial; {Placental abruption} (3); {Alzheimer disease, late-onset, susceptibility to}, 104300 (3), Autosomal dominant; {Hypertension, pregnancy-induced}, 189800 (3), Autosomal dominant; {Ischemic stroke, susceptibility to}, 601367 (3), Multifactorial"
chr7	151012209	151024499	7q36.1	7q36.1	612205	"ATG9B, NOS3AS, APG9L2, SONE"	ATG9B	285973	
chr7	151028450	151047782	7q35-q36	7q36.1	605464	"ABCB8, MABC1"	ABCB8	11194	
chr7	151048292	151052756	7q35	7q36.1	611741	"ACCN3, ASIC3, TNAC1, DRASIC"	ASIC3	9311	
chr7	151053815	151057897	7q36	7q36.1	123831	"CDK5, LIS7"	CDK5	1020	"?Lissencephaly 7 with cerebellar hypoplasia, 616342 (3), Autosomal recessive"
chr7	151058200	151076527	7q35-q36	7q36.1	109280	"SLC4A2, AE2, EPB3L1"	SLC4A2	6522	
chr7	151076624	151080809	7q35	7q36.1	606965	"FASTK, FAST"	FASTK	10922	
chr7	151081085	151083493	7q36.1	7q36.1	614792	"TMUB1, DULP, SB144, C7orf21"	TMUB1	83590	
chr7	151085867	151144434	7q36.1	7q36.1	616813	"AGAP3, CENTG3, CRAG"	AGAP3	116988	
chr7	151148009	151167694	7q36	7q36.1	603354	GBX1	GBX1	2636	
chr7	151175698	151187792	7q36.1	7q36.1	615054	"ASB10, GLC1F"	ASB10	136371	"Glaucoma 1, open angle, F, 603383 (3), Autosomal dominant"
chr7	151211484	151227205	7q36	7q36.1	612510	"ABCF2, HUSSY18"	ABCF2	10061	
chr7	151232483	151238822	7q36.1	7q36.1	608037	"CHPF2, KIAA1402, CSGlcAT"	CHPF2	54480	
chr7	151238421	151238538	7q36.1	7q36.1	615245	MIR671	MIR671	768213	
chr7	151238780	151277149	7q35-q36	7q36.1	601737	"SMARCD3, BAF60C"	SMARCD3	6604	
chr7	151341812	151378449	7q36.1	7q36.1	607981	NUB1	NUB1	51667	
chr7	151428832	151440813	7q36.1	7q36.1	609603	CRYGN	CRYGN	155051	
chr7	151466012	151519895	7q36	7q36.1	601293	"RHEB, RHEB2"	RHEB	6009	
chr7	151556127	151877115	7q36	7q36.1	602743	"PRKAG2, WPWS, CMH6"	PRKAG2	51422	"Glycogen storage disease of heart, lethal congenital, 261740 (3), Autosomal dominant; Wolff-Parkinson-White syndrome, 194200 (3), Autosomal dominant; Cardiomyopathy, hypertrophic 6, 600858 (3), Autosomal dominant"
chr7	151956446	152019929	7q36.1	7q36.1	615133	"GALNTL5, GALNACT19"	GALNTL5	168391	
chr7	152025674	152122340	7q36.1	7q36.1	615130	"GALNT11, GALNACT11"	GALNT11	63917	
chr7	152134925	152436003	7q36	7q36.1	606833	"KMT2C, MLL3, KIAA1506, KLEFS2"	KMT2C	58508	"Kleefstra syndrome 2, 617768 (3), Autosomal dominant"
chr7	152644776	152676141	7q36.1	7q36.1	600375	"XRCC2, FANCU, SPGF50, POF17"	XRCC2	7516	"Spermatogenic failure 50, 619145 (3), Autosomal recessive; ?Premature ovarian failure 17, 619146 (3), Autosomal recessive; ?Fanconi anemia, complementation group U, 617247 (3), Autosomal recessive"
chr7	153748133	154894285	7q36.2	7q36.2	126141	"DPP6, VF2, MRD33"	DPP6	1804	"Intellectual developmental disorder, autosomal dominant 33, 616311 (3); {Ventricular fibrillation, paroxysmal familial, 2}, 612956 (3), Autosomal dominant"
chr7	154943690	155003411	7q36	7q36.2	608254	"PAXIP1, PAXIP1L, PTIP"	PAXIP1	22976	
chr7	155070324	155087392	7q36.1	7q36.2	601305	HTR5A	HTR5A	3361	
chr7	155200001	159345973	7q36.3		613959	"SCZD16, C16DUPq36.3, DUP7q36.3"			"Schizophrenia 16, 613959 (4)"
chr7	155297878	155310235	7q36	7q36.3	602055	INSIG1	INSIG1	3638	
chr7	155356988	155367933	7q36	7q36.3	608450	BLACE	BLACE	338436	
chr7	155458129	155464831	7q36	7q36.3	131310	EN2	EN2	2020	
chr7	155501129	155546559	7q36.3	7q36.3	612493	CNPY1	CNPY1	285888	
chr7	155799980	155812463	7q36	7q36.3	600725	"SHH, HPE3, HLP3, SMMCI, MCOPCB5"	SHH	6469	"Microphthalmia with coloboma 5, 611638 (3), Autosomal dominant; Schizencephaly, 269160 (3); Single median maxillary central incisor, 147250 (3), Autosomal dominant; Holoprosencephaly 3, 142945 (3), Autosomal dominant"
chr7	156472099	156640535	7q36	7q36.3	610242	C7orf13	RNF32-DT	100506380	
chr7	156640204	156677130	7q36	7q36.3	610241	RNF32	RNF32	140545	
chr7	156669012	156893183	7q36	7q36.3	605522	"LMBR1, ACHP, C7orf2, PPD2, THYP, LSS"	LMBR1	64327	"Triphalangeal thumb, type I, 174500 (3), Autosomal dominant; Syndactyly, type IV, 186200 (3), Autosomal dominant; Laurin-Sandrow syndrome, 135750 (3), Autosomal dominant; Hypoplastic or aplastic tibia with polydactyly, 188740 (3), Autosomal dominant; Polydactyly, preaxial type II, 174500 (3), Autosomal dominant; Acheiropody, 200500 (3), Autosomal recessive; Triphalangeal thumb-polysyndactyly syndrome, 174500 (3), Autosomal dominant"
chr7	156949712	156973176	7q36	7q36.3	611269	"NOM1, C7orf3"	NOM1	64434	
chr7	157004854	157010663	7q36	7q36.3	142994	"MNX1, HLXB9, HOXHB9, SCRA1"	MNX1	3110	"Currarino syndrome, 176450 (3), Autosomal dominant"
chr7	157138926	157269370	7q36.3	7q36.3	614454	"UBE3C, HECTH2, KIAA0010, KIAA10"	UBE3C	9690	
chr7	157337004	157417439	7q36.3	7q36.3	611332	"DNAJB6, MRJ, DJ4, LGMDD1"	DNAJB6	10049	"Muscular dystrophy, limb-girdle, autosomal dominant 1, 603511 (3), Autosomal dominant"
chr7	157539056	158587823	7q36	7q36.3	601698	"PTPRN2, IAR, ICAAR"	PTPRN2	5799	
chr7	158631169	158704804	7q36.3	7q36.3	608532	"NCAPG2, CAPG2, MTB, 3KS"	NCAPG2	54892	"Khan-Khan-Katsanis syndrome, 618460 (3), Autosomal recessive"
chr7	158730997	158829509	7q36.3	7q36.3	616691	"ESYT2, FAM62B"	ESYT2	57488	
chr7	158839245	158958698	7q36.3	7q36.3	615462	"WDR60, SRTD8, SRPS6"	DYNC2I1	55112	"Short-rib thoracic dysplasia 8 with or without polydactyly, 615503 (3), Autosomal recessive"
chr7	159028175	159144867	7q36.3	7q36.3	601970	VIPR2	VIPR2	7434	
chr7	1	159345973	Chr.7		608391	"AIS2, VAMAS3"		378426	"{Autoimmune disease, susceptibility to, 2}, 608391 (2)"
chr8	1	19200000	8p23.3-p22		606129	DBA2		114086	"Diamond-Blackfan anemia 2, 606129 (2)"
chr8	1	29000000	8p23-p21		612279	GEFSP6		100190787	"Generalized epilepsy with febrile seizures plus, type 6, 612279 (2)"
chr8	1	12800000	8p23		609259	MYP10		553195	"Myopia 10, 609259 (2), Multifactorial"
chr8	1	19200000	8p23-p22		615174	TDH	TDH	157739	
chr8	1	12800000	8p23		606662	WS2C		170594	"Waardenburg syndrome, type 2C, 606662 (2)"
chr8	406958	477967	8p23.3	8p23.3	609098	"FBXO25, FBX25"	FBXO25	26260	
chr8	489946	545780	8p23	8p23.3	619049	TDRP	TDRP	157695	
chr8	737628	1708476	8p	8p23.3	605438	"DLGAP2, DAP2"	DLGAP2	9228	
chr8	1753059	1786570	8p23	8p23.3	607837	"CLN8, EPMR"	CLN8	2055	"Ceroid lipofuscinosis, neuronal, 8, Northern epilepsy variant, 610003 (3), Autosomal recessive; Ceroid lipofuscinosis, neuronal, 8, 600143 (3), Autosomal recessive"
chr8	1823300	1958641	8p23	8p23.3	608136	"ARHGEF10, KIAA0294, SNCV"	ARHGEF10	9639	"?Slowed nerve conduction velocity, AD, 608236 (3), Autosomal dominant"
chr8	1973677	2006936	8p23.3	8p23.3	618794	"KBTBD11, KIAA0711"	KBTBD11	9920	
chr8	2045046	2145456	8p23.3	8p23.3	603509	MYOM2	MYOM2	9172	
chr8	2935361	4994914	8p23	8p23.2	608397	"CSMD1, KIAA1890"	CSMD1	64478	
chr8	6300001	12800000	8p23.1		222400	DIH2		780899	"Hernia, congenital diaphragmatic 2, 222400 (2), Autosomal recessive"
chr8	6300001	12800000	8p23.1		612254	SLEB12		100190928	"{Systemic lupus erythematosus, susceptibility to, 12}, 612254 (2)"
chr8	6406627	6648508	8p23	8p23.1	607117	MCPH1	MCPH1	79648	"Microcephaly 1, primary, autosomal recessive, 251200 (3), Autosomal recessive"
chr8	6499632	6563245	8p23	8p23.1	601922	"ANGPT2, ANG2, LMPHM10"	ANGPT2	285	"Lymphatic malformation 10, 619369 (3), Autosomal dominant"
chr8	6708642	6761503	8p23.1	8p23.1	614796	AGPAT5	AGPAT5	55326	
chr8	6870592	6877936	8p23.1	8p23.1	602056	DEFB1	DEFB1	1672	
chr8	6924697	6926076	8p23.1	8p23.1	600471	"DEFA6, DEF6"	DEFA6	1671	
chr8	6935820	6938306	8p23	8p23.1	601157	"DEFA4, DEF4, HP4"	DEFA4	1669	
chr8	6977649	6980092	8p23.1	8p23.1	125220	"DEFA1, DEF1, MRS"	DEFA1	1667	
chr8	7015869	7018297	8p23.1	8p23.1	604522	"DEFA3, DEF3, HNP3"	DEFA3	1668	
chr8	7055304	7056739	8p23.1	8p23.1	600472	"DEFA5, DEF5"	DEFA5	1670	
chr8	7255243	7260476	8p23.1	8p23.1	613051	"FAM90A15P, FAM90A15"	FAM90A15P	389630	
chr8	7262866	7268098	8p23.1	8p23.1	613042	"FAM90A3P, FAM90A3"	FAM90A3P	389611	
chr8	7278110	7283342	8p23.1	8p23.1	613049	"FAM90A13P, FAM90A13"	FAM90A13P	441314	
chr8	7285732	7290964	8p23.1	8p23.1	613043	"FAM90A5P, FAM90A5"	FAM90A5P	441315	
chr8	7293354	7298584	8p23.1	8p23.1	613054	"FAM90A20P, FAM90A20"	FAM90A20P	728430	
chr8	7428888	7430348	8p23.1	8p23.1	606611	"DEFB103A, DEFB3, HBD3, HBP3"	DEFB103B	55894	
chr8	7447754	7463542	8p23-p22	8p23.1	606560	"SPAG11B, HE2, EP2"	SPAG11B	10407	
chr8	7556700	7559712	8p23.1	8p23.1	613044	"FAM90A7P, FAM90A7"	FAM90A7	441317	
chr8	7715443	7718453	8p23.1	8p23.1	613050	"FAM90A14P, FAM90A14"	FAM90A14	645651	
chr8	7723091	7726101	8p23.1	8p23.1	613052	"FAM90A18P, FAM90A18"	FAM90A18	441326	
chr8	7738387	7741396	8p23.1	8p23.1	613045	"FAM90A8P, FAM90A8"	FAM90A8	441324	
chr8	7753682	7756692	8p23.1	8p23.1	613053	"FAM90A19P, FAM90A19"	FAM90A19	728753	
chr8	7761330	7764340	8p23.1	8p23.1	613046	"FAM90A9P, FAM90A9"	FAM90A9	441327	
chr8	7768977	7771988	8p23.1	8p23.1	613047	"FAM90A10P, FAM90A10"	FAM90A10	441328	
chr8	7894677	7896716	8p23.1	8p23.1	602215	"DEFB4A, DEFB4, DEFB2"	DEFB4A	1673	
chr8	8027074	8032305	8p23.1	8p23.1	613048	"FAM90A12P, FAM90A12"	FAM90A12P	645879	
chr8	8317736	8386439	8p23.1	8p23.1	617344	"PRAG1, PRAGMIN, NACK"	PRAG1	157285	
chr8	8701937	8704096	8p23.1	8p23.1	609203	CLDN23	CLDN23	137075	
chr8	8783354	8893630	8p23.1	8p23.1	605352	"MFHAS1, MASL1"	MFHAS1	9258	"Malignant fibrous histiocytoma, 605352 (2)"
